Library,Title,Date,Time,Location,Age Group,Program Type,Description,Link
Chicago Parks,The Circus On Ice at Warren,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/circus-ice-warren-0
Chicago Parks,The Circus On Ice at McKinley,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/circus-ice-mckinley-0
Chicago Parks,The Circus On Ice at Warren,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/circus-ice-warren
Chicago Parks,Mayor's 2nd Holiday Basketball Tournament at Broadway Armory,2025-12-22T10:00:00Z,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/mayors-2nd-holiday-basketball-tournament-broadway-armory
Chicago Parks,Mayor's 2nd Holiday Basketball Tournament at Washington,2025-12-22T10:00:00Z,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/mayors-2nd-holiday-basketball-tournament-washington
Chicago Parks,Holiday Celebration at Armour Square,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/holiday-celebration-armour-square
Chicago Parks,Open House at Morgan Park SC,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/open-house-morgan-park-sc
Chicago Parks,Deaf & Hard of Hearing Winter Break Extravaganza at Horner,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/deaf-hard-hearing-winter-break-extravaganza-horner
Chicago Parks,The Up Next Freshman Invitational at Offsite,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/next-freshman-invitational-offsite
Chicago Parks,Out of School Program (Special Rec) at Kosciuszko,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/out-school-program-special-rec-kosciuszko-3
Chicago Parks,Chicago's First Responder Yoga at Oriole,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-oriole-23
Chicago Parks,Basketball Shootout at Douglass,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/basketball-shootout-douglass
Chicago Parks,Chicago's First Responder Yoga at Ridge,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-ridge-22
Chicago Parks,Owl Prowl at NPV,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/owl-prowl-npv-1
Chicago Parks,Silver Skates at Midway Plaisance,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/silver-skates-midway-plaisance
Chicago Parks,Silver Skates at McKinley,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/silver-skates-mckinley
Chicago Parks,Art Workshop at Morgan Park SC,Not found,Pending...,Chicago Park District,All Ages,Arts/Culture,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/art-workshop-morgan-park-sc
Chicago Parks,Silver Skates at Mt. Greenwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/silver-skates-mt-greenwood
Chicago Parks,Chicago's First Responder Yoga at Norwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-norwood-25
Chicago Parks,Frozen Ocean Skate at Warren,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/frozen-ocean-skate-warren
Chicago Parks,Winter Walk and Bonfire at Hegewisch Marsh,Not found,Pending...,Chicago Park District,All Ages,Nature/Outdoors,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/winter-walk-and-bonfire-hegewisch-marsh
Chicago Parks,Creative Space Grand Opening at Douglass,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/creative-space-grand-opening-douglass
Chicago Parks,Winter Wonder Fest at Warren,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/winter-wonder-fest-warren
Chicago Parks,Chicago's First Responder Yoga at Oriole,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-oriole-24
Chicago Parks,Chicago's First Responder Yoga at Ridge,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-ridge-23
Chicago Parks,Tween Tuesday at Brainerd,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/tween-tuesday-brainerd-0
Chicago Parks,Silver Skates at Warren,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/silver-skates-warren
Chicago Parks,Silver Skates at Wentworth,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/silver-skates-wentworth
Chicago Parks,Chicago's First Responder Yoga at Norwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-norwood-26
Chicago Parks,Frozen Ocean Skate at McKinley,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/frozen-ocean-skate-mckinley
Chicago Parks,Stewardship Days at Big Marsh,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/stewardship-days-big-marsh-1
Chicago Parks,Snowy Owl Irruption! at NPV,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/snowy-owl-irruption-npv
Chicago Parks,Toy Swap & Share at Sheil,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/toy-swap-share-sheil
Chicago Parks,Winter Wonder Fest at Midway Plaisance,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/winter-wonder-fest-midway-plaisance
Chicago Parks,Deaf & HOH Family Skate at Mt. Greenwood,Not found,Pending...,Chicago Park District,Kids/Family,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/deaf-hoh-family-skate-mt-greenwood
Chicago Parks,Gaga Ball Tournament at Olympia,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/gaga-ball-tournament-olympia
Chicago Parks,Play in the Park Girls Clinic at Douglass,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/play-park-girls-clinic-douglass-0
Chicago Parks,Tween Tuesday at Durkin,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/tween-tuesday-durkin-0
Chicago Parks,Chicago's First Responder Yoga at Norwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-norwood-27
Chicago Parks,Frozen Ocean Skate at Midway Plaisance,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/frozen-ocean-skate-midway-plaisance
Chicago Parks,Blizzard Bash at Olympia,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/blizzard-bash-olympia
Chicago Parks,Polar Adventure Day at Northerly Island,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/polar-adventure-day-northerly-island
Chicago Parks,Chicago's First Responder Yoga at Oriole,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-oriole-25
Chicago Parks,Chicago's First Responder Yoga at Ridge,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-ridge-24
Chicago Parks,Animal Tales at Big Marsh,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/animal-tales-big-marsh-2
Chicago Parks,Tween Tuesday at Tarkington,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/tween-tuesday-tarkington-0
Chicago Parks,Chicago's First Responder Yoga at Norwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-norwood-28
Chicago Parks,Frozen Ocean Skate at Mt. Greenwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/frozen-ocean-skate-mt-greenwood
Chicago Parks,Tween Tuesday at Lindblom,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/tween-tuesday-lindblom-0
Chicago Parks,Chicago's First Responder Yoga at Norwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-norwood-29
Chicago Parks,Family Movie Night at Sheil,Not found,Pending...,Chicago Park District,Kids/Family,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/family-movie-night-sheil-0
Chicago Parks,Family Valentine's Dance at Gompers,Not found,Pending...,Chicago Park District,Kids/Family,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/family-valentines-dance-gompers
Chicago Parks,Frozen Ocean Skate at Wentworth,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/frozen-ocean-skate-wentworth
Chicago Parks,Winter Walk and Bonfire at Big Marsh,Not found,Pending...,Chicago Park District,All Ages,Nature/Outdoors,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/winter-walk-and-bonfire-big-marsh-1
Chicago Parks,Inspiration Station at Olympia,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/inspiration-station-olympia
Chicago Parks,Inspiration Station at Olympia,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/inspiration-station-olympia-2
Chicago Parks,Daddy Daughter Dance at Sheil,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/daddy-daughter-dance-sheil
Chicago Parks,Puzzle Exchange at Jefferson,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/puzzle-exchange-jefferson-1
Chicago Parks,Chicago's First Responder Yoga at Oriole,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-oriole-26
Chicago Parks,Valentine's Day Art Workshop at Morgan Park SC,Not found,Pending...,Chicago Park District,All Ages,Arts/Culture,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/valentines-day-art-workshop-morgan-park-sc-0
Chicago Parks,Chicago's First Responder Yoga at Ridge,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-ridge-25
Chicago Parks,Valentine's Day Art Workshop at Morgan Park SC,Not found,Pending...,Chicago Park District,All Ages,Arts/Culture,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/valentines-day-art-workshop-morgan-park-sc
Chicago Parks,Tween Tuesday at Carver,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/tween-tuesday-carver-0
Chicago Parks,Veterans Windy City Winter Sports Clinic at McKinley,Not found,Pending...,Chicago Park District,All Ages,Sports/Fitness,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/veterans-windy-city-winter-sports-clinic-mckinley-0
Chicago Parks,Chicago's First Responder Yoga at Norwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-norwood-30
Chicago Parks,Family Valentine's Dance at Welles,Not found,Pending...,Chicago Park District,Kids/Family,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/family-valentines-dance-welles-0
Chicago Parks,Valentine's Dance at West Lawn,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/valentines-dance-west-lawn-0
Chicago Parks,Love is in the Air Skate at McKinley,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/love-air-skate-mckinley
Chicago Parks,Love is in the Air Skate at Midway Plaisance,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/love-air-skate-midway-plaisance
Chicago Parks,Love is in the Air Skate at Mt. Greenwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/love-air-skate-mt-greenwood
Chicago Parks,Love is in the Air Skate at Warren,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/love-air-skate-warren
Chicago Parks,Love is in the Air Skate at Wentworth,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/love-air-skate-wentworth
Chicago Parks,Girls Day of P.L.A.Y. (Special Rec) at Welles,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-special-rec-welles-1
Chicago Parks,Girls Day of P.L.A.Y. at Blackhawk,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-blackhawk
Chicago Parks,Girls Day of P.L.A.Y. at Brands,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-brands
Chicago Parks,Girls Day of P.L.A.Y. at Broadway Armory,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-broadway-armory-0
Chicago Parks,Girls Day of P.L.A.Y. at Donovan,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-donovan-0
Chicago Parks,Girls Day of P.L.A.Y. at Dvorak,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-dvorak
Chicago Parks,Girls Day of P.L.A.Y. at Ellis,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-ellis
Chicago Parks,Girls Day of P.L.A.Y. at Eugene Field,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-eugene-field-0
